ID;DES_FUNDAMENTO;DES_EMENTA
384;Artigos 87, inciso II, 94, inciso VI, da Lei n§ 7.289/84;Reforma de Aspirante-a-Oficial PM ou Pra‡a com estabilidade assegurada, quando for para tal indicado ao Comandante-Geral da Pol¡cia Militar, em julgamento do Conselho de Disciplina.
385;Artigos 87, inciso II, 94, inciso IV, da Lei n§ 7.289/84;Inativa‡?o de militar condenado, por senten‡a transitada em julgado, … pena da reforma prevista no C¢digo Penal Militar.
386;Artigos 87, inciso II, 94, inciso III, da Lei n§ 7.289/84;Agrega‡?o h  mais de 2 (dois) anos, por ter sido julgado incapaz, temporariamente, mediante homologa‡?o da Junta Superior de Sa£de, ainda mesmo que se trate de mol‚stia cur vel.
387;Artigos 88, inciso II, 95, inciso III, da Lei n§ 7.479/86;Agrega‡?o h  mais de 2 (dois) anos, por ter sido julgado incapaz, temporariamente, mediante homologa‡?o da Junta Superior de Sa£de, ainda mesmo que se trate de mol‚stia cur vel.
388;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"b"""", da Lei n§ 7.479/86""";Atingimento (Capit?es e Oficiais Subalternos) da idade-limite de permanˆncia na reserva remunerada.
389;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"a"""", da Lei n§ 7.479/86""";Atingimento (Oficial Superior), at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada.
390;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"c"""", da Lei n§ 7.479/86""";Atingimento (Pra‡as) , at‚ 03/07/02, da idade-limite de permanˆncia na reserva remunerada.
391;Artigos 88, inciso II, 95, inciso IV, da Lei n§ 7.479/86;Inativa‡?o de militar condenado, por senten‡a transitada em julgado, … pena da reforma prevista no C¢digo Penal Militar.
392;Artigos 88, inciso II, 95, inciso II, e 97, inciso III, da Lei n§ 7.479/86;Incapacidade definitiva decorrente de acidente em servi‡o.
393;"""Artigos 60,""""caput"""", 88, inciso II, 95, inciso II, e 97, inciso VI, da Lei n§ 7.479/86""";Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com 30 anos ou mais de servi‡o. Proventos integrais.
394;Artigos 88, inciso II, 95, inciso II, e 97, inciso VI, da Lei n§ 7.479/86;Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Proventos proporcionais.
395;Artigos 88, inciso II, 95, inciso II, e 97, inciso IV, da Lei n§ 7.479/86;Incapacidade definitiva decorrente de doen‡a, mol‚stia ou enfermidade adquirida em tempo de paz, com rela‡?o de causa e efeito a condi‡?es inerentes ao servi‡o.
396;Artigos 88, inciso II, 95, inciso II, e 97, inciso II, da Lei n§ 7.479/86;Incapacidade definitiva decorrente de enfermidade contra¡da em atividades pr¢prias dos bombeiros-militares ou na manuten‡?o da ordem p£blica, bem assim a que tenha como causa eficiente uma dessas situa‡?es.
397;Artigos 88, inciso II, 95, inciso II, e 97, inciso I, da Lei n§ 7.479/86;Incapacidade definitiva decorrente de ferimento recebido em atividades pr¢prias dos bombeiros-militares ou na manuten‡?o da ordem p£blica.
398;Artigos 88, inciso II, 95, inciso II, e 97, inciso V, da Lei n§ 7.479/86;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei).
399;Artigos 88, inciso II, 95, inciso VI, da Lei n§ 7.479/86;Reforma de Aspirante-a-Oficial BM ou Pra‡a com estabilidade assegurada, quando for para tal indicado ao Comandante-Geral do Corpo de Bombeiros, em julgamento do Conselho de Disciplina.
400;Artigos 88, inciso II, 95, inciso V, da Lei n§ 7.479/86;Reforma de Oficial determinada pelo Tribunal de Justi‡a do Distrito Federal, em julgamento efetuado em consequˆncia de Conselho de Justifica‡?o a que foi submetido.
401;Reforma anterior ao in¡cio de vigˆncia da Lei n§ 7.479, de 02/06/86 (Estatuto do CBMDF);Reforma anterior ao in¡cio de vigˆncia da Lei n§ 7.479, de 02/06/86 (Estatuto do CBMDF)
402;Reforma anterior ao in¡cio de vigˆncia da Lei n§ 7.289, de 18/12/1984 (Estatuto da PMDF);Reforma anterior ao in¡cio de vigˆncia da Lei n§ 7.289, de 18/12/1984 (Estatuto da PMDF)
403;"""Artigos 87, inciso II, e 94, inciso I, al¡nea """"b"""", da Lei n§ 7.289/84""";Atingimento (Capit?es e Oficiais Subalternos) da idade-limite de permanˆncia na reserva remunerada.
404;"""Artigos 87, inciso II, e 94, inciso I, al¡nea """"a"""", da Lei n§ 7.289/84""";Atingimento (Oficial Superior) da idade-limite de permanˆncia na reserva remunerada.
405;"""Artigos 87, inciso II, e 94, inciso I, al¡nea """"c"""", da Lei n§ 7.289/84""";Atingimento (Pra‡as) da idade-limite de permanˆncia na reserva remunerada.
406;Artigos 87, inciso II, 94, inciso II e 96, inciso III, da Lei n§ 7.289/84;Incapacidade definitiva decorrente de acidente em servi‡o.
407;Artigos 87, inciso II, 94, inciso II, 96, inciso VI, da Lei n§ 7.289/84;Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Proventos proporcionais.
408;"""Artigos 59, """"caput"""", 87, inciso II, 94, inciso II, 96, inciso VI da Lei n§ 7.289/84""";Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com 30 anos ou mais de servi‡o. Proventos integrais.
409;Artigos 87, inciso II, 94, inciso II, e 96, inciso IV, da Lei n§ 7.289/84;Incapacidade definitiva decorrente de doen‡a, mol‚stia ou enfermidade adquirida em tempo de paz, com rela‡?o de causa e efeito a condi‡?es inerentes ao servi‡o.
410;Artigos 87, inciso II, 94, inciso II, e 96, inciso II, da Lei n§ 7.289/84;Incapacidade definitiva decorrente de enfermidade contra¡da em opera‡?es policiais-militares ou na manuten‡?o da ordem p£blica, ou enfermidade cuja causa eficiente decorra de uma dessas situa‡?es.
411;Artigos 87, inciso II, 94, inciso II, e 96, inciso I, da Lei n§ 7.289/84;Incapacidade definitiva decorrente de ferimento recebido em opera‡?es policiais-militares ou na manuten‡?o da ordem p£blica.
412;Artigos 87, inciso II, 94, inciso II, e 96, inciso V, da Lei n§ 7.289/84;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei).
413;Aposentadoria anterior … EC n§ 01/69;Aposentadoria anterior … EC n§ 01/69
414;Artigos 20, ? 1§, inciso I e 24, ? 3§, da Lei n§ 10.486/02;Integraliza‡?o dos proventos de militar reformado, acometido de mol‚stia qualificada em lei que o torne total e permanentemente inv lido para qualquer trabalho, n?o podendo prover os meios de subsistˆncia
415;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso I, 30 e 51 da Lei Complementar n§ 769/08;Pens?o concedida a benefici rio de servidor aposentado, que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef¡cios do regim
416;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso II, 30 e 51 da Lei Complementar n§ 769/08;Pens?o concedida a benefici rio de servidor falecido na atividade que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef¡
417;Artigos 37, caput, 39, ? 1§, 53 e 36, ? 3§, inciso I, da Lei n§ 10.486/2002;Pens?o militar correspondente ao valor da remunera‡?o ou dos proventos. Instituidor que fez op‡?o pela contribui‡?o adicional prevista no artigo 36, ? 3§, inciso I da Lei n§ 10.486/2002.
418;Lei Complementar n§ 36, de 31 de outubro de 1979;Aposentadoria volunt ria com proventos proporcionais ao tempo de servi‡o para funcion rio p£blico federal que, em decorrˆncia da implanta‡?o do Plano de Classifica‡?o de Cargos de que trata a Lei n§ 5.645, de 10 de dezembro de 1970, ocupava cargo integran
419;Artigos 59, 87, inciso II, 94, inciso II, e 96, inciso V, da Lei n§ 7.289/84, combinados com os artigos 20, ?? 1§, inciso I, e 4§ da Lei n§ 10.486/02;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que n?o torne o militar total ou permanentemente inv lido para qualquer trabalho. Militar com 30 anos de servi‡o. Proventos int
420;Artigos 60, 88, inciso II, 95, inciso II, e 97, inciso V, da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§ da Lei n§ 10.486/02;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que n?o torne o militar total ou permanentemente inv lido para qualquer trabalho. Militar com 30 anos ou mais de servi‡o. Prove
421;Lei n§ 701/94;Filho(a) menor de 21 anos.
422;Lei n§ 701/94;Vi£vo ou vi£va.
423;Lei n§ 701/94;Companheiro(a) com uni?o est vel.
424;Artigos 37, caput, 39, ? 1§ e 53 da MP n§ 2.218/01;Pens?o militar correspondente ao valor da remunera‡?o ou dos proventos.
425;Artigo 37, inciso I, da MP n§ 2.218/01;Vi£vo ou vi£va.
426;Artigo 37, inciso I, da MP n§ 2.218/01;Companheira ou companheiro
427;Artigo 37, inciso I, da MP n§ 2.218/01;Filho(a) menor de 21 anos.
428;Artigo 37, inciso I, da MP n§ 2.218/01;Filho(a) estudante universit rio(a), menor de 24 anos.
429;Artigo 37, inciso I, par grafo £nico, da MP n§ 2.218/01;Filho(a) interdito(a) ou inv lido(a).
430;Artigo 37, inciso III, par grafo £nico, da MP n§ 2.218/01;Pessoa designada, interdita ou inv lida, com dependˆncia econ“mica.
431;Artigo 37, inciso III, da MP n§ 2.218/01;Pessoa designada, menor de 21 (vinte e um) anos, que viva sob a dependˆncia econ“mica do contribuinte.
432;Artigo 37, inciso III, da MP n§ 2.218/01;Pessoa designada, maior de 60 (sessenta) anos, que viva sob a dependˆncia econ“mica do contribuinte.
433;Artigo 36, ? 3§, inciso I, da Lei n§ 10.486/02, na reda‡?o da Medida Provis¢ria n§ 56/02, convertida na Lei 10.556/02;Irm?s germanas e consangu¡neas, solteiras, vi£vas ou desquitadas.
436;Artigo 7§, inciso I, da Lei n§ 3.765/60;Vi£va
437;Artigo 7§, inciso II, da Lei n§ 3.765/60;Filho(a) menor de 21 anos
438;Artigo 72, ?? 1§ e 2§, da Lei n§ 6.023/74, c/c o art. 141 da Lei n§ 7.289/84, e Portaria Interministerial EMFA n§ 2.826/94;Companheira
439;Artigo 7§, inciso II, da Lei n§ 3.765/60;Filho(a) interdito(a) ou inv lido(a).
440;Artigo 52 da Lei n§ 10.486/02;Habilita‡?o tardia de pensionista de instituidor falecido na vigˆncia da Lei n§ 10.486/02
441;Artigo 28 da Lei n§ 3.765/60;Habilita‡?o tardia de pensionista de instituidor falecido na vigˆncia da Lei n§ 3.765/60
442;Artigo 50 da MP n§ 2.218/01;Revers?o de pens?o a benefici rios da ordem seguinte de prioridade.
443;Artigo 52 da MP n§ 2.218/01;Habilita‡?o tardia de pensionista de instituidor falecido na vigˆncia da MP n§ 2.218/01
444;Artigo 40, ? 7§, inciso II, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, e artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05, 29, inciso II, 30-B e artigo 31 da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida, institu¡da por servidor ativo falecido na vigˆncia da LC 840/11 que reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m
445;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 3§, par grafo £nico, da Emenda Constitucional n§ 47/05, 29, inciso I, 30-B e 31 da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida na vigˆncia da LC n§ 769/08, alterada pela LC n§ 840/11, institu¡da por servidor inativado por invalidez ou que reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor do £ltimo provento, com glo
446;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso II, 30-B, 31 e 51, par grafo £nico, da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida de servidor ativo que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estabelecido para os benef¡cios do re
447;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso I, 30-B, 31 e 51, par grafo £nico, da Lei Complementar n§ 769/08;Pens?o provis¢ria por morte presumida de servidor aposentado sem ser por invalidez e que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite m ximo estabelecid
448;Artigos 34, ? 5§, e 51 da Lei Complementar n§ 769/08;Pens?o civil em virtude do falecimento de segurado detento ou recluso, correspondente ao valor do aux¡lio-reclus?o que estava sendo pago aos dependentes do segurando quando de seu ¢bito. Sem paridade com o servi‡o ativo.
449;Artigo 17, par grafo £nico, da Lei Complementar n§ 769/08;Ren£ncia … pens?o manifesta expressa e voluntariamente pelo benefici rio(a).
450;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Complementa‡?o da aposentadoria concedida pelo INSS no per¡odo de 1982 a 1990 aos ocupantes dos antigos empregos de Professor e Especialista em Educa‡?o vinculados ao regime da CLT.
451;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Complementa‡?o da pens?o concedida pelo INSS no per¡odo de 1982 a 1990 aos benefici rios dos antigos ocupantes dos empregos de Professor e Especialista em Educa‡?o vinculados ao regime da CLT.
452;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Vi£vo ou vi£va.
453;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Filho(a) menor de 21 anos.
454;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Companheiro(a) com uni?o est vel.
455;Artigo 7§, inciso V, da Lei n§ 3.765/60;Irm? germana e consangu¡nea, solteira, vi£va ou desquitada
456;Artigo 7§, inciso V, da Lei n§ 3.765/60;Irm?o menor mantido pelo militar, ou maior interdito ou inv lido
457;Artigo 18, ? 9§, da Lei Complementar n§ 769/08, com a reda‡?o dada pela Lei Complementar n§ 840/11;Revis?o de aposentadoria. Integraliza‡?o de proventos em face de acometimento de mol‚stia especificada no art. 18, ? 5§, da Lei Complementar n§ 769/08.
458;Artigo 40, ? 1§, inciso I, e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08;Constitui‡?o na reda‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria por invalidez simples. Proventos proporcionais. C lculo pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/03.
460;Artigo 40, ? 1§, inciso I, in fine, e ?? 3§, 8§ e 17, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, e artigos 18, ? 5§, 46 e 51 da Lei Complementar n§ 769/08;Constitui‡?o na reda‡?o da EC 41/03 c/c LC n§ 769/08. Aposentadoria por invalidez qualificada. Proventos integrais. C lculo pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/03.
461;Artigo 40, ? 1§, inciso II, e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08;Constitui‡?o na reda‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria compuls¢ria, aos 70 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade.
462;"""Artigo 40, ? 1§, inciso III, al¡nea """"a"""", e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08""";Constitui‡?o na reda‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria volunt ria com proventos integrais. C lculo pela m‚dia, sem paridade.
463;"""Artigo 40, ? 1§, inciso III, al¡nea """"a"""", e ?? 3§, 5§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08""";Constitui‡?o na reda‡?o da EC 41/03 c/c a LC n§ 769/08 . Aposentadoria especial de professor, com proventos integrais. C lculo pela m‚dia, sem paridade. Exigido tempo exclusivo de fun‡?es de magist‚rio na educa‡?o infantil e no ensino fundamental e m‚dio.
464;"""Artigo 40, ? 1§, inciso III, al¡nea """"b"""", e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08""";Constitui‡?o na reda‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria volunt ria por idade (65 anos para homem ou 60 anos para mulher, 10 anos de servi‡o p£blico e 05 anos no cargo). Proventos proporcionais, calculados pela m‚dia, sem paridade.
465;"""Artigo 2§, incisos I, II e III, al¡neas """"a"""" e """"b"""", ? 1§, inciso II, e ? 6§, da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08""";"""Regra de transi‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria volunt ria com proventos reduzidos em 5% para cada ano antecipado em rela‡?o … idade estabelecida no art. 40, ? 1§, III, """"a"""", da CRFB. C lculo pela m‚dia, sem paridade. Ped gio de 20%."""
466;"""Artigo 2§, incisos I, II e III, al¡neas """"a"""" e """"b"""", ? 1§, inciso II, e ?? 2§, 3§ e 6§, da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08""";"""Regra de transi‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria especial de magistrado e de membro do Minist‚rio P£blico e do Tribunal de Contas (somente homem). Proventos reduzidos em 5% para cada ano antecipado em rela‡?o … idade estabelecida no art."
467;"""Artigo 2§, incisos I, II e III, al¡neas """"a"""" e """"b"""", ? 1§, inciso II, e ?? 4§ e 6§, da Emenda Constitucional n§ 41/03, e artigos 46 e 51 da Lei Complementar n§ 769/08""";"""Regra de transi‡?o da EC 41/03 c/c a LC n§ 769/08. Aposentadoria especial de professor. Proventos reduzidos em 5% para cada ano antecipado em rela‡?o … idade estabelecida no art. 40, ? 1§, III, """"a"""" e ? 5§, da CRFB. C lculo pela m‚dia, sem paridade. Ped"
468;Artigo 34, inciso I, da Lei Complementar n§ 840/11;Revers?o … atividade de servidor aposentado por invalidez, quando, por junta m‚dica oficial, ficar comprovada a sua reabilita‡?o.
469;Artigo 34, inciso II, da Lei Complementar n§ 840/11;Revers?o … atividade quando constatada, administrativa ou judicialmente, a insubsistˆncia dos fundamentos de concess?o da aposentadoria.
470;Artigo 34, inciso III, da Lei Complementar n§ 840/11;Revers?o … atividade de servidor aposentado voluntariamente a menos de 5 anos, desde que tenha idade inferior a 70 anos, haja cargo vago e manifesto interesse da administra‡?o, expresso em edital que fixe os crit‚rios de revers?o volunt ria.
471;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, com a reda‡?o dada pela Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso I, 30-B e 51 da Lei Complementar n§ 769/08;Pens?o civil na vigˆncia da LC n§ 769/08, alterada pela LC n§ 840/11, institu¡da por servidor falecido na inatividade, que N?O reunia os requisitos estabelecidos no art. 3§ da EC n§ 47/05. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor e
472;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com os artigos 29, inciso II, 30-B e 51 da Lei Complementar n§ 769/08;Pens?o civil na vigˆncia da LC n§ 769/08, alterada pela LC n§ 840/11, institu¡da por servidor falecido na atividade que N?O reunia os requisitos estabelecidos no art. 3§ da EC n§ 47/05. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor e
473;Artigo 32, par grafo £nico, da Lei Complementar n§ 769/08;Revis?o de pens?o civil. Inclus?o tardia de benefici rio.
474;Artigos 17, par grafo £nico, e 30-D, da Lei Complementar n§ 769/08;Ren£ncia … pens?o, na vigˆncia da LC 840/11, por op‡?o do(a) benefici rio(a), em decorrˆncia de acumula‡?o de mais de duas pens?es.
475;Artigo 13, par grafo £nico, da Lei n§ 8.162/91, combinado com o artigo 83, ? 2§, da Lei Complementar n§ 840/11 e artigo 34 da Lei n§ 4.345/64, na reda‡?o da Lei n§ 6.786/80;Gratifica‡?o de Raios - X cumulada com vantagem pessoal nominalmente identific vel referente … diferen‡a resultante da altera‡?o de percentual imposta pela Lei n§ 8.162/91, asseguradas aos que trabalhavam com habitualidade com Raios X ou substƒncias radio
476;Artigo 83, ? 2§, da Lei Complementar n§ 840/11 e artigo 34 da Lei n§ 4.345/64, na reda‡?o da Lei n§ 6.786/80;Gratifica‡?o de Raios - X, assegurada aos que trabalham com habitualidade com Raios X ou substƒncias radioativas.
477;Artigo 48, ? 3§, da Lei Complementar n§ 769/08;Proventos proporcionais correspondentes a 40% (quarenta por cento) dos valores da aposentadoria com proventos integrais, acrescidos de 2% (dois por cento) deste grupo de doze contribui‡?es, n?o podendo ultrapassar o valor da remunera‡?o no cargo efetivo.
478;"""Artigo 30-A, inciso I, al¡nea """"a"""", da Lei Complementar n§ 769/08""";C“njuge
479;"""Artigo 30-A, inciso I, al¡nea """"b"""", da Lei Complementar n§ 769/08""";Pessoa separada judicialmente, com percep‡?o de pens?o aliment¡cia.
480;"""Artigo 30-A, inciso I, al¡nea """"b"""", da Lei Complementar n§ 769/08""";Pessoa divorciada, com percep‡?o de pens?o aliment¡cia.
481;"""Artigo 30-A, inciso I, al¡nea """"b"""", da Lei Complementar n§ 769/08""";Pessoa cuja uni?o est vel foi legalmente dissolvida, com percep‡?o de pens?o aliment¡cia.
482;"""Artigo 30-A, inciso I, al¡nea """"c"""", da Lei Complementar n§ 769/08""";Companheiro(a) com uni?o est vel.
483;"""Artigos 12, ? 4§, e 30-A, inciso I, al¡nea """"c"""", da Lei Complementar n§ 769/08""";Parceiro(a) homoafetivo(a) equiparado(a) … condi‡?o de companheiro(a), que, comprovadamente, mantenha relacionamento civil permanente.
484;"""Artigo 30-A, inciso I, al¡nea """"d"""", da Lei Complementar n§ 769/08""";Pais com percep‡?o de pens?o aliment¡cia.
485;"""Artigo 30-A, inciso II, al¡nea """"a"""", da Lei Complementar n§ 769/08""";Filho(a) menor de 21 anos de idade.
486;"""Artigo 30-A, inciso II, al¡nea """"a"""", da Lei Complementar n§ 769/08""";Filho(a) inv lido(a), enquanto durar a invalidez.
487;"""Artigo 30-A, inciso II, al¡nea """"a"""", da Lei Complementar n§ 769/08""";Enteado(a) menor de 21 anos de idade.
488;"""Artigo 30-A, inciso II, al¡nea """"a"""", da Lei Complementar n§ 769/08""";Enteado(a) inv lido(a), enquanto durar a invalidez.
489;"""Artigo 30-A, inciso II, al¡nea """"b"""", da Lei Complementar n§ 769/08""";Menor sob tutela.
490;"""Artigo 30-A, inciso II, al¡nea """"c"""", da Lei Complementar n§ 769/08""";Irm?o(?) n?o emancipado(a) at‚ completar 21 anos de idade, com percep‡?o de pens?o aliment¡cia.
491;"""Artigo 30-A, inciso II, al¡nea """"c"""", da Lei Complementar n§ 769/08""";Irm?o(?) inv lido(a), enquanto durar a invalidez, com percep‡?o de pens?o aliment¡cia.
492;Artigo 36, ? 3§, inciso I, da Lei n§ 10.486/02, na reda‡?o da Medida Provis¢ria n§ 56/02, convertida na Lei 10.556/02;Irm?os menores mantidos pelo contribuinte.
493;Artigo 36, ? 3§, inciso I, da Lei n§ 10.486/02, na reda‡?o da Medida Provis¢ria n§ 56/02, convertida na Lei n§ 10.556/02;Irm?os maiores interditos ou inv lidos.
494;"""Artigo 217, inciso I, al¡nea """"a"""", da Lei n§ 8.112/90""";Vi£vo ou vi£va.
495;"""Artigo 217, inciso I, al¡nea """"b"""", da Lei n§ 8.112/90""";Ex-c“njuge com percep‡?o de pens?o aliment¡cia.
496;"""Artigo 217, inciso I, al¡nea """"b"""", da Lei n§ 8.112/90""";Ex-companheira (o) com percep‡?o de pens?o aliment¡cia.
497;"""Artigo 217, inciso I, al¡nea """"c"""", da Lei n§ 8.112/90""";Companheiro(a) com uni?o est vel.
498;"""Artigo 217, inciso I, al¡nea """"d"""", da Lei n§ 8.112/90""";Pais, com dependˆncia econ“mica.
499;"""Artigo 217, inciso I, al¡nea """"e"""", da Lei n§ 8.112/90""";Pessoa designada, com dependˆncia econ“mica, maior de 60 anos.
500;"""Artigo 217, inciso I, al¡nea """"e"""", da Lei n§ 8.112/90""";Pessoa portadora de deficiˆncia, com dependˆncia econ“mica.
501;"""Artigo 217, inciso II, al¡nea """"a"""", da Lei n§ 8.112/90""";Enteado(a) menor de 21 anos.
502;"""Artigo 217, inciso II, al¡nea """"a"""", da Lei n§ 8.112/90""";Filho(a) menor de 21 anos.
503;"""Artigo 217, inciso II, al¡nea """"a"""", da Lei n§ 8.112/90""";Filho(a) inv lido(a), enquanto durar a invalidez.
504;"""Artigo 217, inciso II, al¡nea """"b"""", da Lei n§ 8.112/90""";Menor de 21 anos sob guarda ou tutela.
505;"""Artigo 217, inciso II, al¡nea """"c"""", da Lei n§ 8.112/90""";Irm?o(?) ¢rf?o(?), com dependˆncia econ“mica, menor de 21 anos.
506;"""Artigo 217, inciso II, al¡nea """"c"""", da Lei n§ 8.112/90""";Irm?o(?) inv lido(a), com dependˆncia econ“mica.
507;"""Artigo 217, inciso II, al¡nea """"d"""", da Lei n§ 8.112/90""";Pessoa designada menor de 21 anos, com dependˆncia econ“mica.
508;"""Artigo 217, inciso II, al¡nea """"d"""", da Lei n§ 8.112/90""";Pessoa designada, inv lida, com dependˆncia econ“mica.
509;"""Artigo 217, inciso II, al¡nea """"a"""", da Lei n§ 8.112/90""";Enteado(a) inv lido(a), enquanto durar a invalidez.
510;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Pai ou m?e, com dependˆncia econ“mica
511;Lei n§ 1.800/97, combinado com o Decreto n§ 19.291/98, alterado pelo Decreto n§ 19.546/98;Complementa‡?o de aposentadoria concedida pelo INSS anterior ao in¡cio de vigˆncia da Lei n§ 1.800/97
512;Artigo 5§ da Lei n§ 4.584/11;Vantagem Pessoal Nominalmente Identificada, referente … manuten‡?o das parcelas incorporadas pelo exerc¡cio de cargo comissionado, de que trata o art. 4§, par grafo £nico, da Lei n§ 1.864/98.
513;Artigo 17, par grafo £nico, da Lei Complementar n§ 769/08;Ren£ncia … aposentadoria.
514;Artigo 40, ? 1§, inciso I, in fine, e ? 3§, da CRFB, na reda‡?o da Emenda Constitucional n§ 20/98, e artigo 212 da Lei n§ 8.112/90, combinados com os artigos 3§ e 7§ da Emenda Constitucional n§ 41/03;Aposentadoria por invalidez decorrente de acidente em servi‡o. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Ingresso no servi‡o p£blico at‚ 31/12/03. Requisitos implementados a partir de 31/12/03. Decis?o TCDF n§ 5859/08.
